crime,address,city,department,date,time
Robbery,300 block Ballantyne Rd,Syracuse,Syracuse,2/29/2016,7:10 a.m.-8:48 a.m.
Vehicle theft,200 block N Main St,North Syracuse,North Syracuse,2/29/2016,11:34 a.m.-11:54 a.m.
Vehicle theft,4300 block S Salina St,Syracuse,Syracuse,2/29/2016,6:53 p.m.
Aggravated assault,100 block Putnam St,Syracuse,Syracuse,2/28/2016,2:00 a.m.-2:02 p.m.
Aggravated assault,300 block Richmond Av,Syracuse,Syracuse,2/28/2016,6:00 p.m.
Burglary,6300 block E Seneca Tpke,Jamesville,DeWitt,2/28/2016,12:00 p.m.-5:00 p.m.
Burglary,2000 block Valley Dr,Syracuse,Syracuse,2/28/2016,1:00 p.m.-8:30 p.m.
Burglary,200 block Brampton Rd,Syracuse,Syracuse,2/28/2016,1:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/28/2016,3:23 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/28/2016,7:03 p.m.
Larceny,3100 block Erie Blvd E,DeWitt,DeWitt,2/28/2016,11:56 a.m.-12:04 p.m.
Larceny,0 block Cold Springs Trl,Liverpool,Onondaga County,2/28/2016,11:30 a.m.-1:20 p.m.
Larceny,3900 block Route 31,Liverpool,Onondaga County,2/28/2016,12:19 p.m.
Larceny,0 block State St,Skaneateles,Skaneateles,2/28/2016,2:00 p.m.-3:30 p.m.
Larceny,0 block State St,Skaneateles,Skaneateles,2/28/2016,2:00 p.m.-3:00 p.m.
Larceny,1000 block S Mcbride St,Syracuse,Syracuse,2/28/2016,2:33 a.m.
Larceny,100 block W Lafayette Av,Syracuse,Syracuse,2/28/2016,8:00 a.m.-10:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/28/2016,12:00 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,2/28/2016,2:57 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/28/2016,6:13 p.m.
Larceny,300 block N Mcbride St,Syracuse,Syracuse,2/28/2016,8:00 p.m.-9:30 p.m.
Larceny,100 block Simon Dr,Syracuse,DeWitt,2/28/2016,1:16 p.m.
Larceny,500 block Erie Blvd W,Syracuse,Syracuse,2/28/2016,11:35 a.m.
Larceny,1200 block Madison St,Syracuse,Syracuse,2/28/2016,12:30 p.m.
Larceny,6700 block Route 80,Tully,Onondaga County,2/28/2016,6:00 p.m.-7:45 a.m.
Robbery,3300 block Burnet Av,Syracuse,Syracuse,2/28/2016,8:47 p.m.
Aggravated assault,1700 block Lemoyne Av,Syracuse,Onondaga County,2/27/2016,1:59 a.m.
Aggravated assault,800 block Butternut St,Syracuse,Syracuse,2/27/2016,12:43 p.m.
Aggravated assault,200 block Ashdale Av,Syracuse,Syracuse,2/27/2016,1:45 p.m.
Burglary,100 block Sun Harbor Dr,Liverpool,Onondaga County,2/27/2016,5:41 a.m.
Burglary,700 block Fourth St,Syracuse,Solvay,2/27/2016,1:15 a.m.-3:38 a.m.
Burglary,1200 block S Geddes St,Syracuse,Syracuse,2/27/2016,2:30 p.m.-6:00 p.m.
Larceny,7000 block Sevier Rd,Jamesville,Onondaga County,2/27/2016,9:00 a.m.-12:00 p.m.
Larceny,4300 block Winding Creek Rd,Manlius,Onondaga County,2/27/2016,2:10 a.m.
Larceny,4300 block Winding Creek Rd,Manlius,Onondaga County,2/27/2016,12:30 a.m.-1:30 a.m.
Larceny,4200 block Winding Creek Rd,Manlius,Onondaga County,2/27/2016,12:30 a.m.-1:45 a.m.
Larceny,300 block Fayette St,Manlius,Manlius,2/27/2016,12:30 p.m.-12:41 p.m.
Larceny,3600 block W Genesee St,Syracuse,Camillus,2/27/2016,3:03 p.m.
Larceny,3600 block W Genesee St,Syracuse,Camillus,2/27/2016,4:01 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/27/2016,4:44 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,2/27/2016,7:50 p.m.
Larceny,500 block Delaware St,Syracuse,Syracuse,2/27/2016,2:00 a.m.
Larceny,2800 block Erie Blvd E,Syracuse,Syracuse,2/27/2016,8:00 p.m.-8:30 p.m.
Larceny,600 block Mountainview Av,Syracuse,Syracuse,2/27/2016,10:30 p.m.-11:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/27/2016,3:00 p.m.
Larceny,300 block Boston St,Syracuse,Syracuse,2/27/2016,12:00 p.m.
Larceny,100 block Greenland Dr,Syracuse,Syracuse,2/27/2016,9:00 a.m.
Larceny,1600 block Erie Blvd E,Syracuse,Syracuse,2/27/2016,7:00 p.m.-7:05 p.m.
Aggravated assault,0 block Lyndon Rd,DeWitt,DeWitt,2/26/2016,1:00 a.m.-8:45 a.m.
Aggravated assault,100 block W Molloy Rd,Mattydale,Onondaga County,2/26/2016,6:00 p.m.-6:08 p.m.
Aggravated assault,800 block Erie Blvd W,Syracuse,Syracuse,2/26/2016,6:01 p.m.
Aggravated assault,300 block Putnam St,Syracuse,Syracuse,2/26/2016,8:51 p.m.
Burglary,400 block Atlantic Av,Syracuse,Syracuse,2/26/2016,6:30 a.m.-8:45 p.m.
Burglary,100 block Richmond Av,Syracuse,Syracuse,2/26/2016,5:00 p.m.
Larceny,5500 block W Genesee St,Camillus,Camillus,2/26/2016,8:30 p.m.-3:15 a.m.
Larceny,8000 block Thurston Dr,Cicero,Onondaga County,2/26/2016,3:00 a.m.-7:20 a.m.
Larceny,3100 block Erie Blvd E,DeWitt,DeWitt,2/26/2016,5:00 p.m.
Larceny,0 block Parkwood Dr,East Syracuse,DeWitt,2/26/2016,11:00 p.m.-4:00 p.m.
Larceny,200 block Towne Dr,Fayetteville,Manlius,2/26/2016,7:15 p.m.-7:30 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/26/2016,5:26 p.m.-5:45 p.m.
Larceny,0 block Lyndon Rd,Fayetteville,DeWitt,2/26/2016,6:07 p.m.
Larceny,4000 block Cook Farm Rd,Jamesville,Onondaga County,2/26/2016,4:20 p.m.
Larceny,0 block Onondaga Nation,Nedrow,Onondaga County,2/26/2016,8:30 p.m.-1:30 a.m.
Larceny,2600 block Erie Blvd E,Syracuse,Syracuse,2/26/2016,10:15 a.m.
Larceny,500 block Valley Dr,Syracuse,Syracuse,2/26/2016,2:00 a.m.-10:25 a.m.
Larceny,500 block S State St,Syracuse,Syracuse,2/26/2016,11:21 a.m.
Larceny,100 block Lafayette Rd,Syracuse,Syracuse,2/26/2016,1:43 p.m.-1:50 p.m.
Larceny,100 block Valley Dr,Syracuse,Syracuse,2/26/2016,10:00 p.m.-10:20 p.m.
Larceny,300 block Prospect Av,Syracuse,Syracuse,2/26/2016,2:15 p.m.-3:00 p.m.
Vehicle theft,400 block S Salina St,Syracuse,Syracuse,2/26/2016,4:28 p.m.
Aggravated assault,1000 block Milton Av,Syracuse,Syracuse,2/25/2016,7:30 p.m.-12:22 p.m.
Aggravated assault,4500 block Onondaga Blvd,Syracuse,Onondaga County,2/25/2016,11:00 a.m.-2:36 p.m.
Burglary,100 block Washington St,Manlius,Manlius,2/25/2016,9:40 a.m.
Burglary,400 block Rockwell Rd,Nedrow,Onondaga County,2/25/2016,6:03 p.m.
Burglary,600 block Walnut Av,Syracuse,Syracuse,2/25/2016,10:00 a.m.-4:00 p.m.
Burglary,1100 block N State St,Syracuse,Syracuse,2/25/2016,3:00 p.m.-4:15 p.m.
Burglary,100 block Hope Av,Syracuse,Syracuse,2/25/2016,12:00 a.m.-11:15 p.m.
Burglary,0 block Destiny Usa Dr,Syracuse,Syracuse,2/25/2016,10:23 p.m.-10:25 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/25/2016,3:59 p.m.
Larceny,4100 block Route 31,Clay,Onondaga County,2/25/2016,10:00 a.m.-9:00 p.m.
Larceny,100 block Towne Dr,Fayetteville,Manlius,2/25/2016,4:30 p.m.-1:28 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/25/2016,9:00 p.m.-10:10 p.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/25/2016,1:05 p.m.
Larceny,3800 block Route 31,Liverpool,Onondaga County,2/25/2016,4:20 p.m.
Larceny,8200 block E Seneca Tpke,Manlius,Manlius,2/25/2016,8:00 a.m.-8:36 a.m.
Larceny,5500 block Bear Rd,North Syracuse,Onondaga County,2/25/2016,5:30 p.m.-7:30 a.m.
Larceny,100 block Culbert St,Syracuse,Syracuse,2/25/2016,4:00 a.m.-5:00 a.m.
Larceny,600 block Winton St,Syracuse,Syracuse,2/25/2016,11:00 a.m.-12:50 p.m.
Larceny,300 block S Salina St,Syracuse,Syracuse,2/25/2016,1:30 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,2/25/2016,11:54 a.m.
Robbery,4000 block Hemlock Cir,Liverpool,Onondaga County,2/25/2016,7:15 p.m.
Vehicle theft,6500 block Baptist Way,East Syracuse,DeWitt,2/25/2016,4:55 a.m.
Aggravated assault,100 block State Fair Blvd,Syracuse,Syracuse,2/24/2016,4:00 p.m.-3:22 a.m.
Aggravated assault,500 block S Clinton St,Syracuse,Syracuse,2/24/2016,7:45 p.m.-7:49 p.m.
Arson,100 block Ballantyne Rd,Syracuse,Syracuse,2/24/2016,10:00 a.m.
Arson,100 block First St,Syracuse,Solvay,2/24/2016,11:30 p.m.
Burglary,200 block S Salina St,Syracuse,Syracuse,2/24/2016,5:01 a.m.
Burglary,400 block Douglas St,Syracuse,Syracuse,2/24/2016,9:30 p.m.-10:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/24/2016,12:58 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/24/2016,7:52 p.m.
Larceny,300 block W Manlius St,E Syracuse,DeWitt,2/24/2016,3:10 p.m.-3:20 p.m.
Larceny,6300 block Ledgewood Dr,Jamesville,DeWitt,2/24/2016,12:00 a.m.-6:05 p.m.
Larceny,700 block Vine St,Liverpool,Liverpool,2/24/2016,10:00 p.m.-9:00 a.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/24/2016,6:40 p.m.
Larceny,1000 block S Mcbride St,Syracuse,Syracuse,2/24/2016,5:00 a.m.-5:01 a.m.
Larceny,400 block Oakwood Av,Syracuse,Syracuse,2/24/2016,12:00 a.m.-1:22 p.m.
Larceny,3600 block W Genesee St,Syracuse,Camillus,2/24/2016,1:25 p.m.
Larceny,3600 block W Genesee St,Syracuse,Camillus,2/24/2016,5:03 p.m.
Larceny,200 block W Jefferson St,Syracuse,Syracuse,2/24/2016,9:30 a.m.-10:00 a.m.
Larceny,100 block Lafayette Rd,Syracuse,Syracuse,2/24/2016,12:01 a.m.-11:59 p.m.
Larceny,400 block Clarence Av,Syracuse,Syracuse,2/24/2016,1:25 p.m.
Larceny,2200 block Onondaga Creek Blvd,Syracuse,Syracuse,2/24/2016,4:45 p.m.-4:50 p.m.
Vehicle theft,400 block Salt Springs Rd,Syracuse,Syracuse,2/24/2016,4:36 p.m.
Aggravated assault,3100 block Grant Blvd,Syracuse,Syracuse,2/23/2016,8:45 a.m.
Aggravated assault,100 block Dickerson St,Syracuse,Syracuse,2/23/2016,9:36 a.m.
Burglary,800 block Seventh North St,Liverpool,Onondaga County,2/23/2016,8:45 a.m.-11:25 a.m.
Burglary,300 block Standish Dr,Syracuse,Syracuse,2/23/2016,9:15 a.m.-10:00 a.m.
Burglary,500 block Scott Av,Syracuse,Syracuse,2/23/2016,8:00 a.m.-4:27 p.m.
Burglary,100 block Lawrence St,Syracuse,Syracuse,2/23/2016,9:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/23/2016,3:11 p.m.
Larceny,6300 block Rt 298,East Syracuse,DeWitt,2/23/2016,12:05 a.m.-1:00 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/23/2016,5:30 p.m.-5:40 p.m.
Larceny,5000 block Campuswood Dr,East Syracuse,Onondaga County,2/23/2016,12:00 p.m.
Larceny,8300 block Prestwick Dr,Manlius,Manlius,2/23/2016,12:00 a.m.
Larceny,600 block Catherine St,Syracuse,Syracuse,2/23/2016,7:15 a.m.
Larceny,6000 block S Salina St,Syracuse,Onondaga County,2/23/2016,10:01 a.m.-10:03 a.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,2/23/2016,3:45 p.m.
Larceny,300 block S Salina St,Syracuse,Syracuse,2/23/2016,5:43 p.m.-5:46 p.m.
Larceny,300 block S Salina St,Syracuse,Syracuse,2/23/2016,5:42 p.m.-5:45 p.m.
Larceny,1100 block E Colvin St,Syracuse,DeWitt,2/23/2016,3:00 p.m.
Larceny,1200 block Wolf St,Syracuse,Syracuse,2/23/2016,1:30 a.m.
Robbery,800 block Pond St,Syracuse,Syracuse,2/23/2016,8:00 p.m.
Vehicle theft,500 block Springfield Rd,DeWitt,DeWitt,2/23/2016,12:23 p.m.-1:30 p.m.
Aggravated assault,200 block Meadow St,Baldwinsville,Onondaga County,2/22/2016,12:01 a.m.-2:00 a.m.
Aggravated assault,0 block Candlelight Cir,Liverpool,Onondaga County,2/22/2016,5:59 a.m.
Aggravated assault,100 block Ransom Mackenzie Dr W,Syracuse,Onondaga County,2/22/2016,4:59 a.m.
Aggravated assault,500 block W Bear St,Syracuse,Syracuse,2/22/2016,4:09 p.m.
Burglary,400 block University Av,Syracuse,Syracuse,2/22/2016,6:00 p.m.-7:00 a.m.
Burglary,900 block Avery Av,Syracuse,Syracuse,2/22/2016,11:00 a.m.-1:09 p.m.
Burglary,300 block Scottholm Ter,Syracuse,Syracuse,2/22/2016,12:00 p.m.-6:04 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/22/2016,10:40 a.m.
Larceny,8800 block Seneca Av,Cicero,Cicero,2/22/2016,8:00 p.m.-7:30 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,2/22/2016,1:30 p.m.
Larceny,8200 block Cicero Center Rd,Cicero,Cicero,2/22/2016,12:00 p.m.-9:00 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/22/2016,7:45 p.m.-8:00 p.m.
Larceny,100 block E Manlius St,East Syracuse,DeWitt,2/22/2016,12:25 p.m.-9:30 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/22/2016,12:12 p.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/22/2016,4:07 p.m.
Larceny,4800 block Limehill Dr,Syracuse,Onondaga County,2/22/2016,5:00 p.m.-12:40 p.m.
Larceny,900 block First North St,Syracuse,Syracuse,2/22/2016,12:29 p.m.-1:00 p.m.
Larceny,100 block Sedgewick Dr,Syracuse,Syracuse,2/22/2016,11:05 a.m.-2:05 a.m.
Larceny,100 block Westcott St,Syracuse,Syracuse,2/22/2016,3:00 a.m.-8:00 a.m.
Larceny,100 block Gertrude St,Syracuse,Syracuse,2/22/2016,4:50 p.m.-5:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/22/2016,10:20 a.m.-5:00 p.m.
Vehicle theft,300 block Tully St,Syracuse,Syracuse,2/22/2016,8:45 a.m.
Vehicle theft,100 block Ashdale Av,Syracuse,Syracuse,2/22/2016,3:32 p.m.
Vehicle theft,100 block Smith Ln,Syracuse,Syracuse,2/22/2016,5:56 p.m.
Aggravated assault,600 block S Geddes St,Syracuse,Syracuse,2/21/2016,3:00 a.m.
Aggravated assault,1100 block W Colvin St,Syracuse,Syracuse,2/21/2016,9:00 a.m.-2:33 p.m.
Aggravated assault,100 block Walton St,Syracuse,Syracuse,2/21/2016,8:15 p.m.
Burglary,8600 block Backstretch Path,Cicero,Cicero,2/21/2016,11:00 a.m.-11:30 a.m.
Burglary,5500 block Trastevere Rd,Clay,Onondaga County,2/21/2016,1:00 p.m.-5:00 p.m.
Burglary,2900 block James St,Syracuse,Syracuse,2/21/2016,12:38 a.m.
Burglary,100 block Mather St,Syracuse,Syracuse,2/21/2016,5:00 p.m.-10:01 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/21/2016,5:11 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,2/21/2016,1:30 p.m.-1:55 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,2/21/2016,4:00 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,2/21/2016,6:01 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/21/2016,12:20 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/21/2016,3:55 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/21/2016,3:49 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/21/2016,6:49 p.m.-7:02 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/21/2016,5:29 p.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/21/2016,5:45 p.m.-5:55 p.m.
Larceny,100 block Marshall St,Syracuse,Syracuse,2/21/2016,1:20 a.m.
Larceny,700 block Cadillac St,Syracuse,Syracuse,2/21/2016,7:40 a.m.-7:42 a.m.
Larceny,700 block Ostrom Av,Syracuse,Syracuse,2/21/2016,10:00 p.m.-10:00 a.m.
Larceny,3900 block S Salina St,Syracuse,Syracuse,2/21/2016,12:25 p.m.-12:30 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/21/2016,1:45 p.m.
Larceny,500 block S Salina St,Syracuse,Syracuse,2/21/2016,2:00 p.m.-1:00 p.m.
Larceny,10300 block Destiny Usa Dr,Syracuse,Syracuse,2/21/2016,6:00 a.m.
Larceny,500 block S Salina St,Syracuse,Syracuse,2/21/2016,6:00 p.m.-6:07 p.m.
Larceny,200 block Woods Rd,Syracuse,Solvay,2/21/2016,3:00 p.m.-11:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/21/2016,1:30 p.m.-6:30 p.m.
Robbery,400 block Hiawatha Blvd W,Syracuse,Syracuse,2/21/2016,5:38 p.m.
Robbery,700 block Kirkpatrick St,Syracuse,Syracuse,2/21/2016,10:20 p.m.
Vehicle theft,500 block Park Av,Syracuse,Syracuse,2/21/2016,9:15 p.m.-10:30 a.m.
Vehicle theft,900 block W Lafayette Av,Syracuse,Syracuse,2/21/2016,5:30 p.m.-6:00 p.m.
Aggravated assault,200 block N West St,Syracuse,Syracuse,2/20/2016,1:35 a.m.
Larceny,9100 block Brewerton Rd,Brewerton,Cicero,2/20/2016,11:00 a.m.-11:15 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/20/2016,9:43 p.m.
Larceny,4100 block Route 31,Clay,Onondaga County,2/20/2016,8:20 a.m.-8:40 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/20/2016,4:30 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/20/2016,7:30 p.m.-7:51 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/20/2016,6:25 p.m.
Larceny,7100 block E Genesee St,Fayetteville,Manlius,2/20/2016,7:30 p.m.
Larceny,0 block Apricot Ln,Liverpool,Onondaga County,2/20/2016,12:00 p.m.
Larceny,7800 block Saintsville Rd,Minoa,Manlius,2/20/2016,8:00 a.m.-5:00 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,2/20/2016,9:27 a.m.
Larceny,200 block Lambreth Ln,Syracuse,Syracuse,2/20/2016,3:48 a.m.-4:00 a.m.
Larceny,700 block First North St,Syracuse,Syracuse,2/20/2016,4:45 p.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,2/20/2016,6:20 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/20/2016,8:30 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/20/2016,5:09 p.m.
Murder,1000 block Valley Dr,Syracuse,Syracuse,2/20/2016,10:57 p.m.
Robbery,200 block Palmer Dr,Fayetteville,Manlius,2/20/2016,3:00 a.m.-3:18 a.m.
Aggravated assault,2100 block E Fayette St,Syracuse,Syracuse,2/19/2016,8:00 p.m.-11:44 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/19/2016,11:54 a.m.
Larceny,7900 block Brewerton Rd,Cicero,Onondaga County,2/19/2016,11:33 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/19/2016,4:07 p.m.-4:37 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/19/2016,9:40 p.m.-9:55 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,2/19/2016,7:00 p.m.-7:08 p.m.
Larceny,5700 block Enterprise Pkwy,East Syracuse,Onondaga County,2/19/2016,2:00 a.m.-5:33 a.m.
Larceny,100 block Melvin Av,Liverpool,Liverpool,2/19/2016,2:19 a.m.-11:30 a.m.
Larceny,100 block Reese Av,North Syracuse,North Syracuse,2/19/2016,5:00 p.m.-2:00 p.m.
Larceny,800 block Pond St,Syracuse,Syracuse,2/19/2016,8:31 p.m.-3:04 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/19/2016,10:00 a.m.-10:13 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/19/2016,12:35 p.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,2/19/2016,1:28 p.m.
Larceny,100 block E Fayette St,Syracuse,Syracuse,2/19/2016,2:58 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/19/2016,5:52 p.m.
Larceny,1600 block Spring St,Syracuse,Syracuse,2/19/2016,8:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/19/2016,10:00 a.m.-1:30 p.m.
Larceny,200 block Croly St,Syracuse,Syracuse,2/19/2016,2:25 p.m.-2:35 p.m.
Larceny,1400 block Erie Blvd E,Syracuse,Syracuse,2/19/2016,6:00 p.m.
Robbery,600 block N Salina St,Syracuse,Syracuse,2/19/2016,9:54 p.m.
Vehicle theft,3600 block James St,Syracuse,Syracuse,2/19/2016,2:04 p.m.
Vehicle theft,0 block Destiny Usa Dr,Syracuse,Syracuse,2/19/2016,11:30 a.m.-3:59 p.m.
Vehicle theft,0 block Destiny Usa Dr,Syracuse,Syracuse,2/19/2016,1:30 p.m.-5:00 p.m.
Burglary,5300 block W Genesee St,Camillus,Camillus,2/18/2016,3:42 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,2/18/2016,9:53 a.m.
Larceny,6700 block Island Rd,Cicero,Cicero,2/18/2016,8:00 a.m.-5:00 p.m.
Larceny,3800 block Rt 31,Clay,Onondaga County,2/18/2016,3:30 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/18/2016,1:15 p.m.-1:51 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/18/2016,8:46 p.m.
Larceny,3900 block Merganser Dr,Liverpool,Onondaga County,2/18/2016,3:00 a.m.-6:30 a.m.
Larceny,300 block Hyland Dr,North Syracuse,Onondaga County,2/18/2016,9:30 p.m.-8:00 a.m.
Larceny,1200 block Lowes Dr,Oneida,Onondaga County,2/18/2016,12:00 a.m.-11:59 p.m.
Larceny,0 block Centennial Dr,Syracuse,Syracuse,2/18/2016,9:00 p.m.-9:00 a.m.
Larceny,200 block N Geddes St,Syracuse,Syracuse,2/18/2016,12:22 p.m.
Larceny,400 block W Division St,Syracuse,Syracuse,2/18/2016,8:25 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,2/18/2016,11:31 a.m.-12:15 p.m.
Larceny,100 block Boulder Rd,Syracuse,Solvay,2/18/2016,8:00 a.m.-6:25 p.m.
Larceny,900 block Burnet Av,Syracuse,Syracuse,2/18/2016,6:00 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,2/18/2016,6:30 p.m.
Vehicle theft,500 block Palmer Dr,North Syracuse,North Syracuse,2/18/2016,7:00 a.m.-7:30 a.m.
Aggravated assault,300 block W Ostrander Av,Syracuse,Syracuse,2/17/2016,7:50 p.m.
Burglary,5900 block Jerusalem Dr,Cicero,Cicero,2/17/2016,10:00 a.m.-1:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/17/2016,6:59 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,2/17/2016,9:49 p.m.
Larceny,3900 block Rt 31,Clay,Onondaga County,2/17/2016,5:42 p.m.
Larceny,4100 block Route 31,Clay,Onondaga County,2/17/2016,7:00 p.m.-10:15 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/17/2016,1:16 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/17/2016,8:15 p.m.
Larceny,0 block Chevy Dr,East Syracuse,Onondaga County,2/17/2016,1:08 p.m.-1:20 p.m.
Larceny,6000 block Corporate Dr,East Syracuse,DeWitt,2/17/2016,7:30 p.m.
Larceny,4800 block Buckley Rd,Liverpool,Onondaga County,2/17/2016,11:30 a.m.-7:45 a.m.
Larceny,400 block Tennyson Av,Syracuse,Syracuse,2/17/2016,6:00 p.m.-7:30 a.m.
Larceny,300 block Hiawatha Blvd W,Syracuse,Syracuse,2/17/2016,10:15 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/17/2016,1:20 p.m.
Larceny,700 block Grant Blvd,Syracuse,Syracuse,2/17/2016,12:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/17/2016,2:50 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/17/2016,9:00 p.m.-5:29 p.m.
Larceny,100 block Murray Av,Syracuse,Syracuse,2/17/2016,3:30 p.m.-4:30 p.m.
Larceny,2600 block Burnet Av,Syracuse,Syracuse,2/17/2016,5:30 p.m.-9:00 a.m.
Vehicle theft,300 block Glencove Rd,Syracuse,Syracuse,2/17/2016,7:00 p.m.-8:30 a.m.
Aggravated assault,1700 block W Onondaga St,Syracuse,Syracuse,2/16/2016,12:37 a.m.
Aggravated assault,500 block Lynch Av,Syracuse,Syracuse,2/16/2016,11:30 a.m.-8:40 p.m.
Burglary,1200 block Milton Av,Syracuse,Syracuse,2/16/2016,11:03 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/16/2016,4:55 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,2/16/2016,3:50 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,2/16/2016,7:30 p.m.
Larceny,200 block Old Liverpool Rd,Liverpool,Onondaga County,2/16/2016,8:00 p.m.-7:00 a.m.
Larceny,100 block Old Liverpool Rd,Liverpool,Onondaga County,2/16/2016,8:00 a.m.-4:00 p.m.
Larceny,100 block Roxboro Cir,Mattydale,Onondaga County,2/16/2016,6:00 p.m.-7:00 a.m.
Larceny,2800 block Brewerton Rd,Mattydale,Onondaga County,2/16/2016,7:21 p.m.
Larceny,300 block South Bay Rd,North Syracuse,North Syracuse,2/16/2016,5:00 p.m.-9:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/16/2016,3:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/16/2016,1:37 p.m.
Larceny,500 block Wolf St,Syracuse,Syracuse,2/16/2016,10:00 p.m.
Larceny,100 block Ross Park,Syracuse,Syracuse,2/16/2016,10:00 p.m.-10:30 p.m.
Larceny,100 block Linwill Ter,Syracuse,Syracuse,2/16/2016,12:00 a.m.-4:28 p.m.
Larceny,100 block Dougall Av,Syracuse,Syracuse,2/16/2016,4:10 p.m.
Larceny,2800 block E Genesee St,Syracuse,Syracuse,2/16/2016,5:00 p.m.
Aggravated assault,100 block Gordon Av,Syracuse,Syracuse,2/15/2016,4:57 p.m.
