crime,address,city,department,date,time
Aggravated assault,100 block Remington Av,Syracuse,Syracuse,2/15/2016,8:53 p.m.
Burglary,2100 block W Genesee St,Syracuse,Solvay,2/15/2016,5:20 p.m.-5:24 p.m.
Burglary,1000 block Madison St,Syracuse,Syracuse,2/15/2016,12:00 p.m.-7:00 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,2/15/2016,2:45 p.m.-2:50 p.m.
Larceny,6800 block Kinne St,East Syracuse,DeWitt,2/15/2016,5:30 p.m.-6:30 a.m.
Larceny,2500 block Route 11,Lafayette,Onondaga County,2/15/2016,9:07 a.m.-9:08 a.m.
Larceny,700 block First North St,Syracuse,Syracuse,2/15/2016,8:54 a.m.
Larceny,1000 block W Genesee St,Syracuse,Syracuse,2/15/2016,10:10 a.m.
Larceny,700 block S Crouse Av,Syracuse,Syracuse,2/15/2016,10:34 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/15/2016,1:36 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/15/2016,3:52 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/15/2016,4:29 p.m.
Larceny,300 block Village Dr,Syracuse,Syracuse,2/15/2016,8:00 a.m.-3:00 p.m.
Larceny,1700 block Court St,Syracuse,Syracuse,2/15/2016,9:00 a.m.
Larceny,4500 block W Seneca Tpke,Syracuse,Onondaga County,2/15/2016,6:39 p.m.-4:14 p.m.
Larceny,6000 block S Salina St,Syracuse,Onondaga County,2/15/2016,5:00 p.m.-5:35 p.m.
Larceny,6000 block S Salina St,Syracuse,Onondaga County,2/15/2016,5:00 p.m.-5:32 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,2/15/2016,2:00 p.m.
Larceny,400 block Westbrook Hills Dr,Syracuse,Onondaga County,2/15/2016,11:00 p.m.-6:00 p.m.
Larceny,100 block Blossom Rd,Syracuse,Syracuse,2/15/2016,12:00 a.m.
Larceny,600 block Wolcott Av,Syracuse,Syracuse,2/15/2016,6:00 p.m.
Robbery,0 block Destiny Usa Dr,Syracuse,Syracuse,2/15/2016,6:10 p.m.
Vehicle theft,300 block Prospect Av,Syracuse,Syracuse,2/15/2016,9:35 p.m.
Burglary,200 block Duane St,Syracuse,Syracuse,2/14/2016,12:30 a.m.-5:00 a.m.
Burglary,1000 block S Geddes St,Syracuse,Syracuse,2/14/2016,6:36 a.m.-9:04 a.m.
Larceny,9500 block Brewerton Rd,Brewerton,Cicero,2/14/2016,5:00 p.m.-6:30 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,2/14/2016,12:49 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/14/2016,7:55 p.m.-7:56 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/14/2016,1:10 p.m.
Larceny,1100 block Buckley Rd,Liverpool,Onondaga County,2/14/2016,8:49 p.m.
Larceny,200 block W Fayette St,Syracuse,Syracuse,2/14/2016,8:00 p.m.-1:00 a.m.
Larceny,400 block S Warren St,Syracuse,Syracuse,2/14/2016,2:45 a.m.-3:09 a.m.
Larceny,200 block Hawley Av,Syracuse,Syracuse,2/14/2016,6:16 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/14/2016,5:45 p.m.
Larceny,600 block Atlantic Av,Syracuse,Syracuse,2/14/2016,11:00 p.m.-10:00 a.m.
Larceny,300 block N Midler Av,Syracuse,Syracuse,2/14/2016,12:00 p.m.-4:00 p.m.
Larceny,100 block Hunter Av,Syracuse,Syracuse,2/14/2016,7:00 p.m.-5:00 p.m.
Larceny,1100 block Milton Av,Syracuse,Syracuse,2/14/2016,6:00 p.m.-8:45 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/14/2016,3:30 p.m.-3:35 p.m.
Vehicle theft,300 block S Clinton St,Syracuse,Syracuse,2/14/2016,10:45 p.m.
Burglary,300 block Pleasantview Dr,Liverpool,Onondaga County,2/13/2016,7:00 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/13/2016,3:20 p.m.-3:30 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/13/2016,7:15 p.m.-7:26 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/13/2016,4:16 p.m.
Larceny,300 block Smith St,Manlius,Manlius,2/13/2016,12:00 a.m.-11:59 p.m.
Larceny,2000 block Valley Dr,Syracuse,Syracuse,2/13/2016,12:00 p.m.-9:22 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/13/2016,6:00 p.m.
Vehicle theft,0 block Wilbert Dr,North Syracuse,Onondaga County,2/13/2016,7:45 p.m.-9:00 p.m.
Vehicle theft,4700 block Onondaga Blvd,Syracuse,Onondaga County,2/13/2016,3:45 p.m.
Vehicle theft,300 block West High Ter,Syracuse,Geddes,2/13/2016,11:33 p.m.
Aggravated assault,600 block Hawley Av,Syracuse,Syracuse,2/12/2016,12:30 a.m.-12:38 a.m.
Aggravated assault,100 block N Collingwood Av,Syracuse,Syracuse,2/12/2016,3:25 p.m.-3:26 p.m.
Burglary,5400 block Townsend Rd,Manlius,Manlius,2/12/2016,11:00 p.m.-10:10 p.m.
Burglary,1300 block Northcliffe Rd,Syracuse,Syracuse,2/12/2016,7:00 p.m.-7:45 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Onondaga County,2/12/2016,1:45 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/12/2016,3:35 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,2/12/2016,11:30 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/12/2016,6:00 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/12/2016,6:05 p.m.-6:20 p.m.
Larceny,0 block Cherry Tree Cir,Liverpool,Onondaga County,2/12/2016,6:00 p.m.-12:00 p.m.
Larceny,4000 block Route 11,Nedrow,Onondaga County,2/12/2016,7:00 a.m.-10:00 p.m.
Larceny,100 block Maxwell Av,North Syracuse,North Syracuse,2/12/2016,9:30 a.m.-1:30 p.m.
Larceny,1200 block E Fayette St,Syracuse,Syracuse,2/12/2016,11:00 a.m.-2:00 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,2/12/2016,2:56 p.m.
Larceny,100 block Marshall St,Syracuse,Syracuse,2/12/2016,4:00 a.m.-5:00 a.m.
Larceny,200 block Ulster St,Syracuse,Syracuse,2/12/2016,12:09 p.m.
Larceny,900 block Lancaster Av,Syracuse,Syracuse,2/12/2016,2:30 p.m.-12:10 p.m.
Robbery,800 block N Salina St,Syracuse,Syracuse,2/12/2016,1:29 p.m.
Vehicle theft,200 block Magnolia St,Syracuse,Syracuse,2/12/2016,7:30 a.m.-2:30 p.m.
Burglary,100 block S Carbon St,Syracuse,Syracuse,2/11/2016,12:40 a.m.
Burglary,300 block Thurber St,Syracuse,Syracuse,2/11/2016,10:50 a.m.
Burglary,100 block Sabine St,Syracuse,Syracuse,2/11/2016,12:41 p.m.
Burglary,500 block S Crouse Av,Syracuse,Syracuse,2/11/2016,12:10 p.m.-12:45 p.m.
Burglary,100 block Maple Ter,Syracuse,Syracuse,2/11/2016,1:30 p.m.-5:30 p.m.
Larceny,8900 block Prine Rd,Baldwinsville,Onondaga County,2/11/2016,9:00 a.m.-10:07 a.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/11/2016,4:30 p.m.
Larceny,7300 block Oswego Rd,Liverpool,Onondaga County,2/11/2016,10:41 p.m.
Larceny,4100 block S Salina St,Syracuse,Syracuse,2/11/2016,6:11 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/11/2016,4:00 p.m.
Larceny,200 block Milton Av,Syracuse,Syracuse,2/11/2016,6:00 p.m.
Larceny,600 block Second North St,Syracuse,Syracuse,2/11/2016,12:30 p.m.-4:00 p.m.
Robbery,1600 block Grant Blvd,Syracuse,Syracuse,2/11/2016,10:37 a.m.
Vehicle theft,8800 block Michigan Av,Cicero,Cicero,2/11/2016,6:21 p.m.
Vehicle theft,300 block Spencer St,Syracuse,Syracuse,2/11/2016,4:15 p.m.-4:25 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,2/10/2016,11:22 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/10/2016,2:00 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,2/10/2016,2:30 p.m.-2:37 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,2/10/2016,3:10 p.m.-3:20 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/10/2016,5:44 p.m.
Larceny,1700 block Brewerton Rd,Mattydale,Onondaga County,2/10/2016,6:00 p.m.-9:00 p.m.
Larceny,200 block East Av,Minoa,Manlius,2/10/2016,6:00 a.m.-11:00 p.m.
Larceny,0 block W Genesee St,Skaneateles,Skaneateles,2/10/2016,12:01 a.m.-10:00 a.m.
Larceny,1900 block Lodi St,Syracuse,Syracuse,2/10/2016,7:33 a.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,2/10/2016,2:43 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/10/2016,2:48 p.m.
Larceny,200 block East Av,Syracuse,Syracuse,2/10/2016,2:40 p.m.-4:30 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/10/2016,1:30 p.m.-2:00 p.m.
Robbery,300 block S Lowell Av,Syracuse,Syracuse,2/10/2016,4:24 p.m.
Robbery,2600 block Erie Blvd E,Syracuse,Syracuse,2/10/2016,7:20 p.m.
Vehicle theft,3600 block Erie Blvd E,DeWitt,DeWitt,2/10/2016,11:30 a.m.-7:44 p.m.
Aggravated assault,6400 block Devoe Rd,Camillus,Camillus,2/9/2016,1:00 a.m.-1:29 a.m.
Aggravated assault,1100 block N Salina St,Syracuse,Syracuse,2/9/2016,9:00 p.m.
Burglary,7600 block Rhinehart Cir,Manlius,Onondaga County,2/9/2016,5:00 a.m.-5:57 a.m.
Burglary,300 block Genesee Park Dr,Syracuse,Syracuse,2/9/2016,9:50 a.m.
Larceny,2200 block Downer Street Rd,Baldwinsville,Onondaga County,2/9/2016,3:04 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,2/9/2016,3:15 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,2/9/2016,2:55 p.m.-3:03 p.m.
Larceny,3400 block Erie Blvd E,DeWitt,DeWitt,2/9/2016,5:00 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/9/2016,9:10 p.m.-9:22 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/9/2016,10:35 p.m.-10:48 p.m.
Larceny,0 block Deerfield Rd,East Syracuse,DeWitt,2/9/2016,8:00 p.m.-7:00 a.m.
Larceny,6000 block Westcliffe Rd,Jamesville,DeWitt,2/9/2016,12:00 a.m.-10:00 a.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/9/2016,6:30 p.m.
Larceny,4400 block Swissvale Dr,Manlius,Onondaga County,2/9/2016,5:00 a.m.-5:57 a.m.
Larceny,7900 block Blarney Stone Way,Manlius,Onondaga County,2/9/2016,10:00 p.m.-6:55 a.m.
Larceny,600 block S Main St,North Syracuse,North Syracuse,2/9/2016,1:30 p.m.-2:39 p.m.
Larceny,100 block Third St,Syracuse,Solvay,2/9/2016,5:30 a.m.-8:05 a.m.
Larceny,100 block Halton Rd,Syracuse,DeWitt,2/9/2016,9:30 p.m.-12:16 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,2/9/2016,11:54 a.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,2/9/2016,2:35 p.m.-2:39 p.m.
Larceny,200 block N Collingwood Av,Syracuse,Syracuse,2/9/2016,9:10 p.m.-9:13 p.m.
Larceny,100 block Pond St,Syracuse,Syracuse,2/9/2016,12:00 a.m.-12:00 p.m.
Larceny,500 block Second North St,Syracuse,Syracuse,2/9/2016,10:30 p.m.-8:15 p.m.
Vehicle theft,0 block Buckley Rd,Liverpool,Onondaga County,2/9/2016,7:00 p.m.-7:45 a.m.
Vehicle theft,2000 block Brewerton Rd,Mattydale,Onondaga County,2/9/2016,6:30 a.m.-7:50 a.m.
Vehicle theft,700 block E Genesee St,Syracuse,Syracuse,2/9/2016,3:50 p.m.-5:15 p.m.
Aggravated assault,500 block W Brighton Av,Syracuse,Syracuse,2/8/2016,11:32 p.m.
Burglary,300 block Bradley St,Syracuse,Syracuse,2/8/2016,8:00 p.m.-9:30 a.m.
Burglary,400 block Wolf St,Syracuse,Syracuse,2/8/2016,6:30 a.m.-9:45 a.m.
Burglary,300 block Midland Av,Syracuse,Syracuse,2/8/2016,8:00 p.m.-8:30 a.m.
Burglary,400 block University Av,Syracuse,Syracuse,2/8/2016,6:00 p.m.-10:00 a.m.
Burglary,2500 block Grant Blvd,Syracuse,Syracuse,2/8/2016,10:59 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/8/2016,7:15 p.m.-7:25 p.m.
Larceny,100 block Towne Dr,Fayetteville,Onondaga County,2/8/2016,6:33 p.m.
Larceny,4700 block Wetzel Rd,Liverpool,Onondaga County,2/8/2016,2:40 p.m.-3:00 p.m.
Larceny,500 block Plymouth Av,Mattydale,Onondaga County,2/8/2016,12:00 a.m.-12:03 a.m.
Larceny,2800 block Grant Blvd,Syracuse,Syracuse,2/8/2016,12:00 p.m.-2:00 a.m.
Larceny,400 block Standish Dr,Syracuse,DeWitt,2/8/2016,1:30 a.m.-9:00 a.m.
Larceny,3300 block W Genesee St,Syracuse,Onondaga County,2/8/2016,3:05 p.m.
Larceny,100 block Martin Luther King E,Syracuse,Syracuse,2/8/2016,9:00 a.m.-2:00 p.m.
Larceny,700 block Tompkins St,Syracuse,Syracuse,2/8/2016,6:00 p.m.-12:00 p.m.
Larceny,400 block S Wilbur Av,Syracuse,Syracuse,2/8/2016,6:16 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/8/2016,9:20 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,2/8/2016,9:14 a.m.
Larceny,1200 block Harrison St,Syracuse,Syracuse,2/8/2016,8:20 a.m.
Robbery,0 block Destiny Usa Dr,Syracuse,Syracuse,2/8/2016,2:10 p.m.
Robbery,2800 block Erie Blvd E,Syracuse,Syracuse,2/8/2016,8:38 p.m.-8:40 p.m.
Vehicle theft,400 block Stolp Av,Syracuse,Syracuse,2/8/2016,5:00 p.m.-11:00 a.m.
Aggravated assault,500 block W Colvin St,Syracuse,Syracuse,2/7/2016,5:00 p.m.-5:10 p.m.
Aggravated assault,0 block Destiny Usa Dr,Syracuse,Syracuse,2/7/2016,4:20 p.m.-4:40 p.m.
Burglary,0 block Genesee St,Camillus,Onondaga County,2/7/2016,1:54 a.m.
Burglary,1700 block Brewerton Rd,Mattydale,Onondaga County,2/7/2016,12:12 a.m.
Burglary,100 block Dell St,Syracuse,Syracuse,2/7/2016,12:00 a.m.-10:15 a.m.
Burglary,100 block Tennyson Av,Syracuse,Syracuse,2/7/2016,9:00 a.m.-10:15 a.m.
Burglary,800 block S Wilbur Av,Syracuse,Syracuse,2/7/2016,5:00 p.m.
Burglary,200 block Mather St,Syracuse,Syracuse,2/7/2016,6:00 p.m.-7:20 p.m.
Burglary,100 block W Glen Av,Syracuse,Syracuse,2/7/2016,10:25 p.m.
Larceny,3000 block Village Blvd S,Baldwinsville,Onondaga County,2/7/2016,9:30 a.m.-5:55 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,2/7/2016,1:57 p.m.-2:16 p.m.
Larceny,200 block Burdick Av,Syracuse,Syracuse,2/7/2016,9:00 p.m.-6:00 a.m.
Larceny,800 block E Willow St,Syracuse,Syracuse,2/7/2016,3:00 p.m.
Larceny,400 block W Onondaga St,Syracuse,Syracuse,2/7/2016,4:55 p.m.
Larceny,100 block Quartz Way,Syracuse,Camillus,2/7/2016,9:00 a.m.-7:36 p.m.
Larceny,600 block Erie Blvd W,Syracuse,Syracuse,2/7/2016,4:23 p.m.
Larceny,2000 block Erie Blvd E,Syracuse,Syracuse,2/7/2016,1:30 p.m.
Larceny,100 block E Water St,Syracuse,Syracuse,2/7/2016,10:00 p.m.-1:00 a.m.
Murder,600 block Park St,Syracuse,Syracuse,2/7/2016,8:21 p.m.
Vehicle theft,300 block Camden Rd,Syracuse,Geddes,2/7/2016,12:15 a.m.
Aggravated assault,900 block N Salina St,Syracuse,Syracuse,2/6/2016,1:15 a.m.
Burglary,300 block Comstock Av,Syracuse,Syracuse,2/6/2016,3:45 a.m.
Burglary,300 block W Onondaga St,Syracuse,Syracuse,2/6/2016,11:38 p.m.
Burglary,1800 block E Fayette St,Syracuse,Syracuse,2/6/2016,4:00 p.m.-10:00 p.m.
Larceny,100 block Clearview Rd,DeWitt,DeWitt,2/6/2016,10:00 p.m.-2:07 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/6/2016,4:18 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,2/6/2016,3:58 p.m.-4:33 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/6/2016,7:00 p.m.-7:26 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/6/2016,2:55 p.m.
Larceny,500 block Solar St,Syracuse,Syracuse,2/6/2016,5:40 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,2/6/2016,7:04 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,2/6/2016,8:45 p.m.
Larceny,100 block Madison St,Syracuse,Syracuse,2/6/2016,5:44 p.m.
Larceny,100 block W Washington St,Syracuse,Syracuse,2/6/2016,2:30 p.m.
Larceny,4800 block Mcdonald Rd,Syracuse,Onondaga County,2/6/2016,8:02 p.m.
Larceny,1300 block Butternut St,Syracuse,Syracuse,2/6/2016,1:00 p.m.
Larceny,1000 block Bellevue Av,Syracuse,Syracuse,2/6/2016,10:35 p.m.-6:35 p.m.
Larceny,800 block N State St,Syracuse,Syracuse,2/6/2016,5:00 p.m.-6:00 p.m.
Larceny,200 block Crippen Av,Syracuse,Syracuse,2/6/2016,5:15 p.m.
Vehicle theft,900 block Glenwood Av,Syracuse,Syracuse,2/6/2016,2:53 a.m.
Vehicle theft,100 block Ball Cir,Syracuse,Syracuse,2/6/2016,5:10 a.m.
Vehicle theft,400 block Oakwood Av,Syracuse,Syracuse,2/6/2016,8:17 p.m.
Aggravated assault,100 block Winchester Dr,Liverpool,Onondaga County,2/5/2016,11:00 p.m.
Aggravated assault,100 block Roxboro Cir,Mattydale,Onondaga County,2/5/2016,2:00 a.m.-2:08 a.m.
Aggravated assault,1700 block E Fayette St,Syracuse,Syracuse,2/5/2016,9:23 p.m.
Burglary,1300 block E Fayette St,Syracuse,Syracuse,2/5/2016,5:30 a.m.
Burglary,400 block Bear St,Syracuse,Syracuse,2/5/2016,6:59 a.m.
Burglary,500 block E Genesee St,Syracuse,Syracuse,2/5/2016,11:30 p.m.-11:11 a.m.
Burglary,100 block Alden St,Syracuse,Syracuse,2/5/2016,9:10 a.m.-5:40 p.m.
Burglary,300 block Schaver Av,Syracuse,Onondaga County,2/5/2016,11:00 a.m.-6:00 p.m.
Burglary,500 block S Salina St,Syracuse,Syracuse,2/5/2016,10:47 p.m.
Larceny,100 block Barclay Rd,Camillus,Camillus,2/5/2016,3:30 p.m.-10:30 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/5/2016,12:49 p.m.
Larceny,500 block Kinne St,East Syracuse,DeWitt,2/5/2016,6:00 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,2/5/2016,8:20 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,2/5/2016,1:22 p.m.
Larceny,6800 block Thompson Dr,Liverpool,Onondaga County,2/5/2016,5:40 p.m.-7:50 a.m.
Larceny,0 block Galloway Dr,Liverpool,Onondaga County,2/5/2016,3:42 p.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,2/5/2016,9:45 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,2/5/2016,2:43 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/5/2016,4:10 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,2/5/2016,4:30 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/5/2016,5:17 p.m.
Larceny,700 block James St,Syracuse,Onondaga County,2/5/2016,12:00 a.m.-1:00 p.m.
Larceny,100 block Wood Av,Syracuse,Syracuse,2/5/2016,8:24 p.m.
Larceny,100 block E Fayette St,Syracuse,Syracuse,2/5/2016,6:15 p.m.-9:21 p.m.
Larceny,100 block Burns Av,Syracuse,Syracuse,2/5/2016,8:00 p.m.
Larceny,1200 block N State St,Syracuse,Syracuse,2/5/2016,12:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/5/2016,8:35 p.m.
Larceny,200 block Hickok Av,Syracuse,Syracuse,2/5/2016,11:30 a.m.
Larceny,200 block Rider Av,Syracuse,Syracuse,2/5/2016,12:15 p.m.-11:31 a.m.
Robbery,2600 block James St,Syracuse,Syracuse,2/5/2016,1:46 p.m.
Robbery,0 block Destiny Usa Dr,Syracuse,Syracuse,2/5/2016,2:49 p.m.
Vehicle theft,200 block Hillsdale Av,Syracuse,Syracuse,2/5/2016,5:30 p.m.-6:45 a.m.
Vehicle theft,400 block Ashdale Av,Syracuse,DeWitt,2/5/2016,10:30 a.m.
Aggravated assault,100 block Green Acres Dr,Liverpool,Onondaga County,2/4/2016,12:04 p.m.
Burglary,200 block Caroline Av,Syracuse,Solvay,2/4/2016,1:00 a.m.
Burglary,100 block Leonard Dr,Syracuse,Onondaga County,2/4/2016,6:00 a.m.-1:00 p.m.
Burglary,200 block W Ostrander Av,Syracuse,Syracuse,2/4/2016,8:43 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/4/2016,1:03 p.m.
Larceny,6500 block Baptist Way,East Syracuse,DeWitt,2/4/2016,8:00 p.m.-5:30 p.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/4/2016,4:25 p.m.
Larceny,300 block W Newell St,Syracuse,Syracuse,2/4/2016,12:30 a.m.
Larceny,200 block S Collingwood Av,Syracuse,Syracuse,2/4/2016,11:00 p.m.-11:10 a.m.
Larceny,1000 block Danforth St,Syracuse,Syracuse,2/4/2016,12:30 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,2/4/2016,12:15 p.m.
Larceny,1000 block Canal St,Syracuse,Syracuse,2/4/2016,7:00 p.m.-7:00 a.m.
Larceny,1300 block S State St,Syracuse,Syracuse,2/4/2016,5:00 a.m.-5:05 a.m.
Larceny,100 block John St,Syracuse,Syracuse,2/4/2016,3:31 p.m.
Larceny,6000 block Court Street Rd,Syracuse,DeWitt,2/4/2016,10:30 a.m.-5:25 p.m.
Larceny,400 block Douglas St,Syracuse,Syracuse,2/4/2016,4:00 p.m.-6:00 p.m.
Larceny,1300 block Lodi St,Syracuse,Syracuse,2/4/2016,7:50 p.m.
Larceny,100 block Swansea Dr,Syracuse,Syracuse,2/4/2016,6:30 p.m.
Larceny,100 block Maxwell Av,Syracuse,Syracuse,2/4/2016,3:00 p.m.
Larceny,1100 block Madison St,Syracuse,Syracuse,2/4/2016,8:48 a.m.-9:00 a.m.
Larceny,300 block Clover Ridge Dr,Syracuse,Syracuse,2/4/2016,4:30 p.m.-10:00 a.m.
Aggravated assault,5100 block Aldgate Ct,Liverpool,Onondaga County,2/3/2016,5:15 a.m.-5:20 a.m.
Aggravated assault,200 block Putnam St,Syracuse,Syracuse,2/3/2016,4:30 p.m.
Burglary,5800 block Mckinley Rd,Cicero,Cicero,2/3/2016,8:00 a.m.-4:00 p.m.
Burglary,100 block Roney Ln,Syracuse,Syracuse,2/3/2016,1:30 p.m.
Burglary,500 block Westmoreland Av,Syracuse,Syracuse,2/3/2016,7:45 a.m.-4:00 p.m.
Burglary,600 block Walnut Av,Syracuse,Syracuse,2/3/2016,3:00 a.m.-8:00 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/3/2016,3:04 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/3/2016,10:22 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/3/2016,11:10 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,2/3/2016,8:06 p.m.-8:55 p.m.
Larceny,4100 block Route 31,Clay,Onondaga County,2/3/2016,3:35 p.m.
Larceny,4100 block Route 31,Clay,Onondaga County,2/3/2016,7:00 p.m.
Larceny,200 block W Manlius St,East Syracuse,DeWitt,2/3/2016,12:00 p.m.-12:45 p.m.
Larceny,6600 block Old Collamer Rd S,East Syracuse,DeWitt,2/3/2016,3:00 p.m.-7:00 p.m.
Larceny,4100 block S Salina St,Syracuse,Syracuse,2/3/2016,10:25 a.m.
Larceny,0 block Landmark Pl,Syracuse,Syracuse,2/3/2016,11:00 a.m.
Larceny,1600 block N Salina St,Syracuse,Syracuse,2/3/2016,1:00 p.m.-2:00 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,2/3/2016,6:16 p.m.
Larceny,1000 block E Fayette St,Syracuse,Syracuse,2/3/2016,5:00 a.m.-6:00 a.m.
Larceny,200 block W Kennedy St,Syracuse,Syracuse,2/3/2016,12:00 p.m.
Larceny,1600 block Stolp Av,Syracuse,Syracuse,2/3/2016,7:55 a.m.
Larceny,900 block James St,Syracuse,Syracuse,2/3/2016,8:10 a.m.-2:20 p.m.
Larceny,2800 block Erie Blvd E,Syracuse,Syracuse,2/3/2016,4:15 p.m.
Larceny,1600 block Valley Dr,Syracuse,Syracuse,2/3/2016,3:30 p.m.-7:50 a.m.
Larceny,200 block W Water St,Syracuse,Syracuse,2/3/2016,7:00 p.m.-8:00 p.m.
Larceny,200 block Apple St,Syracuse,Syracuse,2/3/2016,9:55 a.m.-9:50 a.m.
Robbery,2400 block James St,Syracuse,Syracuse,2/3/2016,3:05 a.m.-3:06 a.m.
Aggravated assault,200 block Warner Av,Syracuse,Syracuse,2/2/2016,11:15 a.m.
Aggravated assault,1000 block Cannon St,Syracuse,Syracuse,2/2/2016,1:07 p.m.
Aggravated assault,100 block Munson Dr,Syracuse,Syracuse,2/2/2016,6:42 p.m.
Burglary,100 block Breman Av,Mattydale,Onondaga County,2/2/2016,8:00 a.m.-10:20 p.m.
Larceny,8300 block Crimson King Cir,Baldwinsville,Onondaga County,2/2/2016,12:00 p.m.-3:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,2/2/2016,9:19 p.m.
Larceny,5700 block E Circle Dr,Cicero,Onondaga County,2/2/2016,3:20 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,2/2/2016,8:30 p.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,2/2/2016,3:13 p.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,2/2/2016,4:00 p.m.
Larceny,300 block E Molloy Rd,Mattydale,Onondaga County,2/2/2016,6:00 p.m.-5:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/2/2016,12:03 p.m.
Larceny,400 block South Av,Syracuse,Syracuse,2/2/2016,12:53 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,2/2/2016,3:15 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,2/2/2016,5:30 p.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,2/2/2016,5:40 p.m.
Larceny,100 block Lincoln Park Dr,Syracuse,Syracuse,2/2/2016,9:00 p.m.-7:00 a.m.
